stats_date,customer_segment,region,total_spend,order_count,new_customers,returning_customers,churn_count
2025-12-16,Small Business,Southeast,1941.15,38,7,29,1
2025-12-16,Small Business,Midwest,2122.79,42,8,27,2
2025-12-16,Small Business,West,2544.41,50,10,26,1
2025-12-17,Enterprise,Northeast,15812.51,12,1,8,0
2025-12-17,Enterprise,Southeast,13752.87,11,0,7,0
2025-12-17,Enterprise,Midwest,12203.89,9,0,7,0
2025-12-17,Enterprise,West,14377.14,11,0,8,0
2025-12-17,Mid-Market,Northeast,7683.93,32,3,16,0
2025-12-17,Mid-Market,Southeast,6108.85,25,3,14,0
2025-12-17,Mid-Market,Midwest,5894.78,24,2,14,0
2025-12-17,Mid-Market,West,6652.54,27,3,14,0
2025-12-17,Small Business,Northeast,2292.42,45,9,35,2
2025-12-17,Small Business,Southeast,1635.19,32,6,23,1
2025-12-17,Small Business,Midwest,1882.9,37,7,29,2
2025-12-17,Small Business,West,2232.65,44,8,30,2
2025-12-18,Enterprise,Northeast,15414.84,12,1,7,0
2025-12-18,Enterprise,Southeast,12006.66,9,0,5,0
2025-12-18,Enterprise,Midwest,11717.94,9,0,5,0
2025-12-18,Enterprise,West,14711.37,11,0,8,0
2025-12-18,Mid-Market,Northeast,6358.94,26,3,18,0
2025-12-18,Mid-Market,Southeast,5593.53,23,2,14,0
2025-12-18,Mid-Market,Midwest,6073.75,25,3,17,0
2025-12-18,Mid-Market,West,6568.44,27,3,17,0
2025-12-18,Small Business,Northeast,2193.6,43,8,32,0
2025-12-18,Small Business,Southeast,2314.43,46,9,34,2
2025-12-18,Small Business,Midwest,1848.95,36,7,26,2
2025-12-18,Small Business,West,2158.24,43,8,27,2
2025-12-19,Enterprise,Northeast,15479.43,12,1,7,0
2025-12-19,Enterprise,Southeast,17799.8,14,1,7,0
2025-12-19,Enterprise,Midwest,13060.05,10,0,5,0
2025-12-19,Enterprise,West,14655.92,11,0,7,0
2025-12-19,Mid-Market,Northeast,6582.92,27,3,18,0
2025-12-19,Mid-Market,Southeast,5961.39,24,2,17,0
2025-12-19,Mid-Market,Midwest,5872.62,24,2,18,0
2025-12-19,Mid-Market,West,6696.69,27,3,16,0
2025-12-19,Small Business,Northeast,2052.9,41,8,28,1
2025-12-19,Small Business,Southeast,1866.25,37,7,28,1
2025-12-19,Small Business,Midwest,2071.97,41,8,28,0
2025-12-19,Small Business,West,2214.31,44,8,25,1
2025-12-20,Enterprise,Northeast,12121.02,9,0,5,0
2025-12-20,Enterprise,Southeast,7660.2,6,0,3,0
2025-12-20,Enterprise,Midwest,9279.02,7,0,3,0
2025-12-20,Enterprise,West,11388.77,9,0,5,0
2025-12-20,Mid-Market,Northeast,3500.89,14,1,8,0
2025-12-20,Mid-Market,Southeast,4245.64,17,2,10,0
2025-12-20,Mid-Market,Midwest,3361.28,14,1,9,0
2025-12-20,Mid-Market,West,3945.19,16,1,9,0
2025-12-20,Small Business,Northeast,1357.78,27,5,17,0
2025-12-20,Small Business,Southeast,994.91,19,3,12,0
2025-12-20,Small Business,Midwest,1127.91,22,4,16,1
2025-12-20,Small Business,West,1269.69,25,5,14,0
2025-12-21,Enterprise,Northeast,12953.23,10,0,6,0
2025-12-21,Enterprise,Southeast,7474.4,5,0,3,0
2025-12-21,Enterprise,Midwest,7845.46,6,0,4,0
2025-12-21,Enterprise,West,10648.4,8,0,6,0
2025-12-21,Mid-Market,Northeast,3964.97,16,1,10,0
2025-12-21,Mid-Market,Southeast,3372.87,14,1,8,0
2025-12-21,Mid-Market,Midwest,2640.36,11,1,8,0
2025-12-21,Mid-Market,West,4169.59,17,2,9,0
2025-12-21,Small Business,Northeast,1367.09,27,5,17,0
2025-12-21,Small Business,Southeast,1375.08,27,5,17,0
2025-12-21,Small Business,Midwest,1176.53,23,4,17,1
2025-12-21,Small Business,West,1414.23,28,5,15,0
2025-12-22,Enterprise,Northeast,16299.84,13,1,9,0
2025-12-22,Enterprise,Southeast,12361.08,9,0,5,0
2025-12-22,Enterprise,Midwest,12967.91,10,0,7,0
2025-12-22,Enterprise,West,18168.84,14,1,9,0
2025-12-22,Mid-Market,Northeast,8634.21,35,4,23,0
2025-12-22,Mid-Market,Southeast,4845.0,20,2,10,0
2025-12-22,Mid-Market,Midwest,6051.31,25,3,16,0
2025-12-22,Mid-Market,West,6543.23,27,3,15,0
2025-12-22,Small Business,Northeast,2734.04,54,10,37,0
2025-12-22,Small Business,Southeast,2151.85,43,8,30,1
2025-12-22,Small Business,Midwest,1656.01,33,6,17,1
2025-12-22,Small Business,West,2429.42,48,9,32,2
2025-12-23,Enterprise,Northeast,20723.7,16,1,9,0
2025-12-23,Enterprise,Southeast,16595.96,13,1,7,0
2025-12-23,Enterprise,Midwest,12227.3,9,0,6,0
2025-12-23,Enterprise,West,14755.08,11,0,5,0
2025-12-23,Mid-Market,Northeast,8168.7,34,4,26,0
2025-12-23,Mid-Market,Southeast,6748.04,28,3,17,0
2025-12-23,Mid-Market,Midwest,4535.83,18,2,10,0
2025-12-23,Mid-Market,West,5327.25,22,2,13,0
2025-12-23,Small Business,Northeast,2797.22,55,11,36,1
2025-12-23,Small Business,Southeast,1793.85,35,7,19,0
2025-12-23,Small Business,Midwest,1571.31,31,6,16,0
2025-12-23,Small Business,West,2585.81,51,10,34,2
2025-12-24,Enterprise,Northeast,15001.48,12,1,6,0
2025-12-24,Enterprise,Southeast,12968.17,10,0,5,0
2025-12-24,Enterprise,Midwest,11908.05,9,0,5,0
2025-12-24,Enterprise,West,15543.36,12,1,7,0
2025-12-24,Mid-Market,Northeast,7780.26,32,3,24,0
2025-12-24,Mid-Market,Southeast,6047.98,25,3,14,0
2025-12-24,Mid-Market,Midwest,6244.73,26,3,17,0
2025-12-24,Mid-Market,West,5911.61,24,2,14,0
2025-12-24,Small Business,Northeast,2830.95,56,11,37,0
2025-12-24,Small Business,Southeast,2128.68,42,8,24,1
2025-12-24,Small Business,Midwest,1723.15,34,6,24,0
2025-12-24,Small Business,West,2461.67,49,9,31,2
2025-12-25,Enterprise,Northeast,18855.43,15,1,9,0
2025-12-25,Enterprise,Southeast,16199.95,12,1,7,0
2025-12-25,Enterprise,Midwest,12310.07,9,0,4,0
2025-12-25,Enterprise,West,17498.58,13,1,10,0
2025-12-25,Mid-Market,Northeast,6583.43,27,3,17,0
2025-12-25,Mid-Market,Southeast,6270.4,26,3,16,0
2025-12-25,Mid-Market,Midwest,6429.91,26,3,20,0
2025-12-25,Mid-Market,West,6631.06,27,3,15,0
2025-12-25,Small Business,Northeast,2403.51,48,9,27,1
2025-12-25,Small Business,Southeast,2330.89,46,9,31,1
2025-12-25,Small Business,Midwest,1909.86,38,7,29,1
2025-12-25,Small Business,West,2078.36,41,8,23,1
2025-12-26,Enterprise,Northeast,16235.25,12,1,9,0
2025-12-26,Enterprise,Southeast,16349.46,13,1,7,0
2025-12-26,Enterprise,Midwest,15888.99,12,1,6,0
2025-12-26,Enterprise,West,16208.88,12,1,9,0
2025-12-26,Mid-Market,Northeast,5852.71,24,2,18,0
2025-12-26,Mid-Market,Southeast,5952.64,24,2,16,0
2025-12-26,Mid-Market,Midwest,5099.14,21,2,13,0
2025-12-26,Mid-Market,West,7814.93,32,3,25,0
2025-12-26,Small Business,Northeast,1939.86,38,7,24,1
2025-12-26,Small Business,Southeast,2183.52,43,8,22,1
2025-12-26,Small Business,Midwest,1564.94,31,6,18,0
2025-12-26,Small Business,West,2148.8,42,8,27,0
2025-12-27,Enterprise,Northeast,12488.7,9,0,4,0
2025-12-27,Enterprise,Southeast,9976.35,7,0,5,0
2025-12-27,Enterprise,Midwest,8718.87,6,0,3,0
2025-12-27,Enterprise,West,9696.75,7,0,3,0
2025-12-27,Mid-Market,Northeast,4313.79,17,2,9,0
2025-12-27,Mid-Market,Southeast,3521.79,14,1,9,0
2025-12-27,Mid-Market,Midwest,3881.18,16,1,12,0
2025-12-27,Mid-Market,West,4323.4,18,2,13,0
2025-12-27,Small Business,Northeast,1701.94,34,6,21,0
2025-12-27,Small Business,Southeast,1076.39,21,4,16,0
2025-12-27,Small Business,Midwest,985.71,19,3,11,0
2025-12-27,Small Business,West,1253.09,25,5,13,0
2025-12-28,Enterprise,Northeast,9519.99,7,0,4,0
2025-12-28,Enterprise,Southeast,10796.3,8,0,5,0
2025-12-28,Enterprise,Midwest,8913.92,7,0,5,0
2025-12-28,Enterprise,West,8207.99,6,0,3,0
2025-12-28,Mid-Market,Northeast,4072.56,16,2,10,0
2025-12-28,Mid-Market,Southeast,3967.47,16,1,12,0
2025-12-28,Mid-Market,Midwest,3094.24,12,1,7,0
2025-12-28,Mid-Market,West,3634.5,15,1,8,0
2025-12-28,Small Business,Northeast,1710.13,34,6,22,0
2025-12-28,Small Business,Southeast,1169.58,23,4,12,0
2025-12-28,Small Business,Midwest,1279.78,25,5,17,0
2025-12-28,Small Business,West,1497.88,29,5,16,0
2025-12-29,Enterprise,Northeast,16367.19,13,1,9,0
2025-12-29,Enterprise,Southeast,13405.94,10,0,6,0
2025-12-29,Enterprise,Midwest,14979.21,11,0,6,0
2025-12-29,Enterprise,West,19564.12,15,1,10,0
2025-12-29,Mid-Market,Northeast,6533.19,27,3,16,0
2025-12-29,Mid-Market,Southeast,6570.97,27,3,18,0
2025-12-29,Mid-Market,Midwest,4743.3,19,2,11,0
2025-12-29,Mid-Market,West,7225.29,30,3,21,0
2025-12-29,Small Business,Northeast,2258.52,45,9,33,0
2025-12-29,Small Business,Southeast,1608.98,32,6,17,0
2025-12-29,Small Business,Midwest,1563.37,31,6,21,1
2025-12-29,Small Business,West,1934.76,38,7,22,0
