campaign_date,channel,region,impressions,clicks,spend,conversions,conversion_revenue
2025-11-21,Social Media,Southeast,205014,8377,2050.14,557,109131.07
2025-11-21,Social Media,Midwest,200620,3625,2006.2,139,9407.98
2025-11-21,Social Media,West,213170,5800,2131.7,215,41990.47
2025-11-21,Paid Search,Northeast,99506,1924,3731.48,80,9603.2
2025-11-21,Paid Search,Southeast,70711,2076,2651.67,245,20872.44
2025-11-21,Paid Search,Midwest,82008,2266,3075.31,219,27701.88
2025-11-21,Paid Search,West,101187,4083,3794.55,374,46879.39
2025-11-21,Display Ads,Northeast,376758,14012,1883.79,1064,93480.39
2025-11-21,Display Ads,Southeast,257468,3358,1287.34,271,14195.85
2025-11-21,Display Ads,Midwest,311718,18467,1558.59,757,45862.97
2025-11-21,Display Ads,West,359073,7169,1795.37,428,81841.78
2025-11-22,Email,Northeast,40600,2107,406.01,220,18380.21
2025-11-22,Email,Southeast,36785,1371,367.85,149,16360.26
2025-11-22,Email,Midwest,35374,1044,353.75,89,7808.75
2025-11-22,Email,West,43417,1302,434.18,72,12979.41
2025-11-22,Social Media,Northeast,156770,4520,1567.71,172,10507.4
2025-11-22,Social Media,Southeast,132553,7356,1325.53,520,34659.98
2025-11-22,Social Media,Midwest,105521,2585,1055.22,154,21060.52
2025-11-22,Social Media,West,125708,2615,1257.08,205,13442.89
2025-11-22,Paid Search,Northeast,61612,2356,2310.45,265,13625.43
2025-11-22,Paid Search,Southeast,62481,1499,2343.07,60,7400.43
2025-11-22,Paid Search,Midwest,42889,2353,1608.37,101,19160.4
2025-11-22,Paid Search,West,63639,2051,2386.5,162,16659.42
2025-11-22,Display Ads,Northeast,260816,8472,1304.08,555,52799.25
2025-11-22,Display Ads,Southeast,221452,5891,1107.26,130,23967.05
2025-11-22,Display Ads,Midwest,188717,2586,943.59,90,4179.43
2025-11-22,Display Ads,West,210959,11430,1054.8,437,18912.4
2025-11-23,Email,Northeast,33896,1855,338.97,175,19256.9
2025-11-23,Email,Southeast,41058,2418,410.59,217,34325.39
2025-11-23,Email,Midwest,35032,400,350.32,20,2091.75
2025-11-23,Email,West,46142,2445,461.43,128,17589.65
2025-11-23,Social Media,Northeast,170274,7357,1702.75,881,101611.75
2025-11-23,Social Media,Southeast,155475,3874,1554.75,196,32701.76
2025-11-23,Social Media,Midwest,123189,5607,1231.89,653,62289.84
2025-11-23,Social Media,West,146358,6813,1463.58,429,29368.72
2025-11-23,Paid Search,Northeast,57806,2648,2167.73,224,9976.3
2025-11-23,Paid Search,Southeast,62678,3105,2350.44,315,41981.54
2025-11-23,Paid Search,Midwest,41559,974,1558.5,102,15425.94
2025-11-23,Paid Search,West,49349,2660,1850.62,158,17423.5
2025-11-23,Display Ads,Northeast,291074,11610,1455.37,1213,221211.23
2025-11-23,Display Ads,Southeast,197454,3613,987.27,130,8580.18
2025-11-23,Display Ads,Midwest,161433,7682,807.17,718,34935.69
2025-11-23,Display Ads,West,231966,6399,1159.83,656,92009.4
2025-11-24,Email,Northeast,54424,2303,544.25,177,18988.29
2025-11-24,Email,Southeast,58068,2727,580.69,132,8738.35
2025-11-24,Email,Midwest,53791,3019,537.91,85,13089.71
2025-11-24,Email,West,63050,3562,630.5,255,12140.64
2025-11-24,Social Media,Northeast,243889,4269,2438.89,419,58400.88
2025-11-24,Social Media,Southeast,168169,7699,1681.7,871,76070.68
2025-11-24,Social Media,Midwest,189576,4848,1895.77,324,33654.75
2025-11-24,Social Media,West,244280,10041,2442.81,874,121892.5
2025-11-24,Paid Search,Northeast,109473,1369,4105.27,58,7204.2
2025-11-24,Paid Search,Southeast,93922,1675,3522.09,69,6032.69
2025-11-24,Paid Search,Midwest,82839,3714,3106.49,391,74788.82
2025-11-24,Paid Search,West,71754,2778,2690.78,231,32675.15
2025-11-24,Display Ads,Northeast,358186,16616,1790.93,1085,129115.2
2025-11-24,Display Ads,Southeast,287813,8329,1439.07,376,63004.71
2025-11-24,Display Ads,Midwest,320642,3528,1603.21,292,37453.48
2025-11-24,Display Ads,West,299215,15659,1496.08,909,68411.43
2025-11-25,Email,Northeast,61652,964,616.52,92,16973.93
2025-11-25,Email,Southeast,50526,2920,505.26,219,15054.17
2025-11-25,Email,Midwest,38439,1360,384.39,156,16389.67
2025-11-25,Email,West,49943,2777,499.44,206,27707.84
2025-11-25,Social Media,Northeast,219019,2211,2190.2,75,4336.58
2025-11-25,Social Media,Southeast,233195,12695,2331.96,1303,95591.19
2025-11-25,Social Media,Midwest,180716,8050,1807.16,510,91229.74
2025-11-25,Social Media,West,224408,2698,2244.09,218,29796.44
2025-11-25,Paid Search,Northeast,80709,2862,3026.59,99,6457.63
2025-11-25,Paid Search,Southeast,78653,4691,2949.52,236,18870.77
2025-11-25,Paid Search,Midwest,61536,1228,2307.61,37,5562.21
2025-11-25,Paid Search,West,84671,3799,3175.17,401,17378.34
2025-11-25,Display Ads,Northeast,309731,5823,1548.66,391,61945.72
2025-11-25,Display Ads,Southeast,309057,9156,1545.29,329,50037.71
2025-11-25,Display Ads,Midwest,258523,4556,1292.62,169,21255.92
2025-11-25,Display Ads,West,297599,11374,1488.0,298,28580.7
2025-11-26,Email,Northeast,64850,2084,648.51,136,12991.42
2025-11-26,Email,Southeast,41724,480,417.24,15,601.62
2025-11-26,Email,Midwest,39242,1092,392.42,82,5610.4
2025-11-26,Email,West,50331,2633,503.32,310,19545.32
2025-11-26,Social Media,Northeast,225719,11082,2257.19,1054,146958.16
2025-11-26,Social Media,Southeast,167325,6500,1673.25,148,23454.72
2025-11-26,Social Media,Midwest,176287,3404,1762.88,163,18329.92
2025-11-26,Social Media,West,249574,14814,2495.75,315,56675.7
2025-11-26,Paid Search,Northeast,89873,2796,3370.27,297,19963.83
2025-11-26,Paid Search,Southeast,94605,1127,3547.7,44,4621.99
2025-11-26,Paid Search,Midwest,65059,3431,2439.74,351,24215.04
2025-11-26,Paid Search,West,89795,1682,3367.34,191,20230.33
2025-11-26,Display Ads,Northeast,327029,11904,1635.15,1285,208358.52
2025-11-26,Display Ads,Southeast,265050,4154,1325.25,341,26192.1
2025-11-26,Display Ads,Midwest,291301,16237,1456.51,1457,201957.82
2025-11-26,Display Ads,West,373280,18647,1866.4,539,97105.21
2025-11-27,Email,Northeast,66035,3174,660.36,357,41066.79
2025-11-27,Email,Southeast,48868,995,488.69,102,14946.86
2025-11-27,Email,Midwest,40028,2170,400.29,146,26551.01
2025-11-27,Email,West,55763,959,557.64,88,14313.45
2025-11-27,Social Media,Northeast,194555,2122,1945.55,159,31284.47
2025-11-27,Social Media,Southeast,224805,7522,2248.06,761,64712.26
2025-11-27,Social Media,Midwest,208100,9346,2081.0,207,9259.94
2025-11-27,Social Media,West,181360,5635,1813.6,587,57093.89
2025-11-27,Paid Search,Northeast,85334,2470,3200.06,51,7538.91
2025-11-27,Paid Search,Southeast,95320,4551,3574.52,319,63738.95
2025-11-27,Paid Search,Midwest,82917,3526,3109.41,307,22867.92
2025-11-27,Paid Search,West,85064,3808,3189.91,293,33165.42
2025-11-27,Display Ads,Northeast,360257,8803,1801.29,898,123828.66
2025-11-27,Display Ads,Southeast,287324,9037,1436.62,253,37267.3
2025-11-27,Display Ads,Midwest,300699,13999,1503.5,1419,274226.15
2025-11-27,Display Ads,West,317431,15956,1587.16,1105,140005.5
2025-11-28,Email,Northeast,48163,1747,481.63,95,18125.69
2025-11-28,Email,Southeast,52938,3118,529.39,178,32843.62
2025-11-28,Email,Midwest,45002,481,450.02,28,1690.92
2025-11-28,Email,West,46298,2670,462.99,93,12103.16
2025-11-28,Social Media,Northeast,203223,10521,2032.23,579,100159.6
2025-11-28,Social Media,Southeast,200979,9986,2009.8,481,30581.09
2025-11-28,Social Media,Midwest,154647,7612,1546.47,811,141095.89
2025-11-28,Social Media,West,219823,3522,2198.23,336,22508.27
2025-11-28,Paid Search,Northeast,88905,1639,3333.97,178,17675.2
2025-11-28,Paid Search,Southeast,87710,1340,3289.13,119,6761.65
2025-11-28,Paid Search,Midwest,81726,2390,3064.76,169,6793.34
2025-11-28,Paid Search,West,87038,1545,3263.94,117,13416.6
2025-11-28,Display Ads,Northeast,367147,16864,1835.74,367,66684.98
2025-11-28,Display Ads,Southeast,281498,13975,1407.49,1020,53040.18
2025-11-28,Display Ads,Midwest,237565,5243,1187.83,329,57561.42
2025-11-28,Display Ads,West,302959,6850,1514.8,173,17327.57
2025-11-29,Email,Northeast,38429,1406,384.3,120,8969.7
2025-11-29,Email,Southeast,37276,1079,372.76,122,15082.4
2025-11-29,Email,Midwest,30489,968,304.89,98,5507.38
2025-11-29,Email,West,31247,776,312.48,38,4692.47
2025-11-29,Social Media,Northeast,141709,5194,1417.09,529,53408.86
2025-11-29,Social Media,Southeast,150080,3776,1500.8,247,11496.04
2025-11-29,Social Media,Midwest,122594,1626,1225.95,56,10028.88
2025-11-29,Social Media,West,149083,3132,1490.83,353,61457.3
2025-11-29,Paid Search,Northeast,55241,3207,2071.54,369,34114.93
2025-11-29,Paid Search,Southeast,61737,3667,2315.14,409,27737.45
2025-11-29,Paid Search,Midwest,50312,2793,1886.72,333,16468.33
2025-11-29,Paid Search,West,63588,2364,2384.57,87,13736.09
2025-11-29,Display Ads,Northeast,272456,8564,1362.28,731,122498.71
2025-11-29,Display Ads,Southeast,206719,9912,1033.6,640,52474.8
2025-11-29,Display Ads,Midwest,203761,8761,1018.81,751,108069.53
2025-11-29,Display Ads,West,217873,6128,1089.37,477,93022.93
2025-11-30,Email,Northeast,48103,2151,481.04,71,2905.32
2025-11-30,Email,Southeast,31495,1319,314.95,65,7177.55
2025-11-30,Email,Midwest,31281,1798,312.81,100,4686.56
2025-11-30,Email,West,41975,1778,419.76,92,12984.3
2025-11-30,Social Media,Northeast,148656,6004,1486.56,589,71229.61
2025-11-30,Social Media,Southeast,143980,8378,1439.81,716,92582.09
2025-11-30,Social Media,Midwest,104253,4708,1042.53,103,4933.29
2025-11-30,Social Media,West,144278,3610,1442.78,243,25056.63
2025-11-30,Paid Search,Northeast,65299,1066,2448.71,34,2236.2
2025-11-30,Paid Search,Southeast,61869,1140,2320.11,43,3568.77
2025-11-30,Paid Search,Midwest,59696,2940,2238.62,317,25903.33
2025-11-30,Paid Search,West,51415,3029,1928.07,237,35987.14
2025-11-30,Display Ads,Northeast,229171,12355,1145.86,1136,82724.13
2025-11-30,Display Ads,Southeast,193487,7952,967.44,948,117178.49
2025-11-30,Display Ads,Midwest,173915,8242,869.58,535,30457.91
2025-11-30,Display Ads,West,238083,13468,1190.42,476,54628.75
2025-12-01,Email,Northeast,58756,2287,587.56,95,6961.4
2025-12-01,Email,Southeast,42254,1428,422.54,114,17549.5
2025-12-01,Email,Midwest,44588,1281,445.89,53,8758.42
2025-12-01,Email,West,63044,3137,630.45,237,34774.04
2025-12-01,Social Media,Northeast,223254,11685,2232.55,312,38200.17
2025-12-01,Social Media,Southeast,210877,10157,2108.77,1046,142121.85
2025-12-01,Social Media,Midwest,153880,6545,1538.8,205,21309.8
2025-12-01,Social Media,West,180519,5156,1805.2,547,78089.1
2025-12-01,Paid Search,Northeast,112656,5009,4224.62,408,38708.04
2025-12-01,Paid Search,Southeast,73141,2996,2742.8,288,39260.71
2025-12-01,Paid Search,Midwest,83675,4455,3137.84,111,7267.6
2025-12-01,Paid Search,West,92531,1756,3469.95,37,3847.29
2025-12-01,Display Ads,Northeast,301499,12681,1507.5,992,49773.61
2025-12-01,Display Ads,Southeast,333475,12769,1667.38,398,60826.46
2025-12-01,Display Ads,Midwest,234161,2773,1170.81,212,15859.57
2025-12-01,Display Ads,West,307802,10495,1539.01,606,27878.46
2025-12-02,Email,Northeast,56393,810,563.93,89,4859.44
2025-12-02,Email,Southeast,50271,960,502.71,75,11511.43
2025-12-02,Email,Midwest,52844,1652,528.45,73,12058.21
2025-12-02,Email,West,46402,1311,464.03,131,16441.24
2025-12-02,Social Media,Northeast,266893,10910,2668.93,971,104443.85
2025-12-02,Social Media,Southeast,176506,6631,1765.07,647,85987.76
2025-12-02,Social Media,Midwest,167685,6851,1676.86,277,22242.31
2025-12-02,Social Media,West,262905,9363,2629.06,1006,40280.66
2025-12-02,Paid Search,Northeast,107429,5712,4028.59,382,38366.43
2025-12-02,Paid Search,Southeast,87264,1563,3272.4,55,7636.28
2025-12-02,Paid Search,Midwest,78278,3833,2935.46,221,34755.3
2025-12-02,Paid Search,West,71395,1624,2677.32,53,3111.0
2025-12-02,Display Ads,Northeast,330962,18210,1654.81,786,45640.92
2025-12-02,Display Ads,Southeast,299605,16838,1498.03,364,25800.47
2025-12-02,Display Ads,Midwest,217990,7916,1089.95,859,154038.1
2025-12-02,Display Ads,West,326928,6006,1634.64,182,14542.06
2025-12-03,Email,Northeast,61368,1399,613.68,43,4827.5
2025-12-03,Email,Southeast,46181,1201,461.82,34,2821.51
2025-12-03,Email,Midwest,42327,1210,423.27,35,4257.89
2025-12-03,Email,West,51610,2450,516.11,94,10344.49
2025-12-03,Social Media,Northeast,201060,8704,2010.6,839,110496.08
2025-12-03,Social Media,Southeast,234108,13259,2341.09,660,95989.73
2025-12-03,Social Media,Midwest,208410,4840,2084.11,257,16598.26
2025-12-03,Social Media,West,176800,5790,1768.01,248,25656.6
2025-12-03,Paid Search,Northeast,82884,2111,3108.18,103,12430.56
2025-12-03,Paid Search,Southeast,67992,2845,2549.72,145,14896.54
2025-12-03,Paid Search,Midwest,83793,1571,3142.26,77,12133.53
2025-12-03,Paid Search,West,83227,4239,3121.03,426,80175.59
2025-12-03,Display Ads,Northeast,347699,15909,1738.5,646,58231.41
2025-12-03,Display Ads,Southeast,324648,9239,1623.24,684,55488.69
2025-12-03,Display Ads,Midwest,255172,9550,1275.86,1085,69424.34
2025-12-03,Display Ads,West,383275,18756,1916.38,770,87525.48
2025-12-04,Email,Northeast,60461,3537,604.62,142,22747.95
2025-12-04,Email,Southeast,44916,647,449.17,18,3159.25
2025-12-04,Email,Midwest,47436,915,474.36,33,5108.46
2025-12-04,Email,West,48984,1361,489.84,91,9291.96
2025-12-04,Social Media,Northeast,280806,7909,2808.06,859,118590.53
2025-12-04,Social Media,Southeast,225826,3253,2258.27,323,17312.88
2025-12-04,Social Media,Midwest,151598,4196,1515.98,468,71145.42
2025-12-04,Social Media,West,213251,4882,2132.51,350,42118.65
2025-12-04,Paid Search,Northeast,83346,3606,3125.51,73,11219.22
2025-12-04,Paid Search,Southeast,75414,1770,2828.06,52,2910.68
2025-12-04,Paid Search,Midwest,79305,3557,2973.96,310,55198.18
2025-12-04,Paid Search,West,86694,1641,3251.05,187,33405.12
2025-12-04,Display Ads,Northeast,418060,21054,2090.3,1654,275284.36
2025-12-04,Display Ads,Southeast,242064,11162,1210.32,713,128562.03
2025-12-04,Display Ads,Midwest,321772,14974,1608.86,846,37553.23
2025-12-04,Display Ads,West,376663,20425,1883.32,1170,148019.37
2025-12-05,Email,Northeast,63280,1208,632.8,123,12143.63
2025-12-05,Email,Southeast,41408,866,414.09,51,4677.53
2025-12-05,Email,Midwest,45955,1817,459.56,164,30833.34
2025-12-05,Email,West,59095,1556,590.95,100,8332.14
2025-12-05,Social Media,Northeast,235075,6397,2350.75,208,29303.83
2025-12-05,Social Media,Southeast,232303,7387,2323.04,212,12256.63
2025-12-05,Social Media,Midwest,176180,9961,1761.81,247,21991.99
2025-12-05,Social Media,West,209078,11410,2090.78,957,113475.43
2025-12-05,Paid Search,Northeast,110670,6296,4150.13,489,80408.43
2025-12-05,Paid Search,Southeast,86763,911,3253.65,65,7680.67
2025-12-05,Paid Search,Midwest,80386,2764,3014.49,221,42705.9
2025-12-05,Paid Search,West,84716,1735,3176.88,157,23040.91
2025-12-05,Display Ads,Northeast,337259,10309,1686.3,522,59739.43
2025-12-05,Display Ads,Southeast,342822,7794,1714.11,518,61550.77
2025-12-05,Display Ads,Midwest,298368,10290,1491.84,628,107732.66
2025-12-05,Display Ads,West,391044,6089,1955.22,694,119777.4
2025-12-06,Email,Northeast,36769,1293,367.69,42,5510.48
2025-12-06,Email,Southeast,30295,950,302.96,42,6160.09
2025-12-06,Email,Midwest,31432,1350,314.32,77,8999.88
2025-12-06,Email,West,40498,587,404.99,52,3158.83
2025-12-06,Social Media,Northeast,148572,4200,1485.73,419,52853.12
2025-12-06,Social Media,Southeast,156119,5073,1561.2,270,48718.79
2025-12-06,Social Media,Midwest,115692,5941,1156.93,139,23467.14
2025-12-06,Social Media,West,165090,2199,1650.91,103,7919.46
2025-12-06,Paid Search,Northeast,76594,4358,2872.3,462,21190.62
2025-12-06,Paid Search,Southeast,52611,1726,1972.94,189,35509.14
2025-12-06,Paid Search,Midwest,45562,1025,1708.6,53,7980.63
2025-12-06,Paid Search,West,52308,1867,1961.58,101,16042.77
2025-12-06,Display Ads,Northeast,255084,4319,1275.42,429,21693.46
2025-12-06,Display Ads,Southeast,176339,4366,881.7,213,19370.2
2025-12-06,Display Ads,Midwest,203442,2331,1017.21,277,39286.88
2025-12-06,Display Ads,West,186651,1927,933.26,88,6073.34
2025-12-07,Email,Northeast,41146,1354,411.46,147,11046.04
2025-12-07,Email,Southeast,30693,574,306.94,60,9692.59
2025-12-07,Email,Midwest,31139,1631,311.39,44,8463.29
2025-12-07,Email,West,42615,1020,426.16,80,8820.69
2025-12-07,Social Media,Northeast,196741,4440,1967.42,390,19936.0
2025-12-07,Social Media,Southeast,164767,5073,1647.68,498,81664.8
2025-12-07,Social Media,Midwest,149484,8526,1494.85,355,42168.2
2025-12-07,Social Media,West,165414,9050,1654.15,557,54351.76
2025-12-07,Paid Search,Northeast,64096,1721,2403.63,129,10337.98
2025-12-07,Paid Search,Southeast,62956,2697,2360.87,236,12717.46
2025-12-07,Paid Search,Midwest,46810,607,1755.4,51,6033.54
2025-12-07,Paid Search,West,58184,2776,2181.92,239,13987.55
2025-12-07,Display Ads,Northeast,285538,11454,1427.69,1159,143665.99
2025-12-07,Display Ads,Southeast,247055,5542,1235.28,348,57313.92
2025-12-07,Display Ads,Midwest,224930,9125,1124.65,731,142944.82
2025-12-07,Display Ads,West,269838,4245,1349.19,421,37191.03
2025-12-08,Email,Northeast,51814,1907,518.15,81,10283.71
2025-12-08,Email,Southeast,59057,1854,590.57,131,6887.39
2025-12-08,Email,Midwest,40271,928,402.71,26,1285.28
2025-12-08,Email,West,54487,2579,544.87,181,28701.68
2025-12-08,Social Media,Northeast,193960,4983,1939.6,376,63556.71
2025-12-08,Social Media,Southeast,230771,9329,2307.71,322,47037.58
2025-12-08,Social Media,Midwest,178832,8242,1788.33,251,32805.22
2025-12-08,Social Media,West,216299,8489,2163.0,870,41664.33
2025-12-08,Paid Search,Northeast,93865,4429,3519.97,248,43277.3
2025-12-08,Paid Search,Southeast,68113,2067,2554.27,219,27531.38
2025-12-08,Paid Search,Midwest,67557,2589,2533.39,266,50673.05
2025-12-08,Paid Search,West,73332,2558,2749.98,202,24944.45
2025-12-08,Display Ads,Northeast,357036,8455,1785.18,268,11225.78
2025-12-08,Display Ads,Southeast,240782,5965,1203.91,353,61798.85
2025-12-08,Display Ads,Midwest,285622,9789,1428.11,662,44561.22
2025-12-08,Display Ads,West,337041,15904,1685.21,1095,47864.29
2025-12-09,Email,Northeast,56324,2827,563.25,98,16009.0
2025-12-09,Email,Southeast,47997,2439,479.98,283,50732.64
2025-12-09,Email,Midwest,49683,1584,496.83,95,11446.94
2025-12-09,Email,West,62263,3702,622.64,383,44904.61
2025-12-09,Social Media,Northeast,194079,10451,1940.79,674,88403.47
2025-12-09,Social Media,Southeast,206875,3330,2068.76,350,15889.54
2025-12-09,Social Media,Midwest,147713,5706,1477.13,141,26658.51
2025-12-09,Social Media,West,194552,9365,1945.53,803,88447.09
2025-12-09,Paid Search,Northeast,110793,2447,4154.77,292,23249.76
2025-12-09,Paid Search,Southeast,82825,3402,3105.97,358,30961.9
2025-12-09,Paid Search,Midwest,71106,841,2666.5,97,10591.98
2025-12-09,Paid Search,West,95140,4949,3567.77,108,19520.99
2025-12-09,Display Ads,Northeast,337575,14777,1687.88,393,29681.26
2025-12-09,Display Ads,Southeast,304095,3775,1520.48,163,25482.09
2025-12-09,Display Ads,Midwest,273890,14129,1369.45,1564,147263.01
2025-12-09,Display Ads,West,335090,9966,1675.45,331,23263.22
2025-12-10,Email,Northeast,70888,2285,708.88,147,27538.39
2025-12-10,Email,Southeast,59619,2914,596.19,217,11740.8
2025-12-10,Email,Midwest,36449,1605,364.5,61,6732.79
2025-12-10,Email,West,45272,2274,452.73,168,12617.96
2025-12-10,Social Media,Northeast,220106,10151,2201.07,1001,105750.89
2025-12-10,Social Media,Southeast,203592,5971,2035.93,686,54863.67
2025-12-10,Social Media,Midwest,171989,3596,1719.9,123,7756.92
2025-12-10,Social Media,West,190857,2596,1908.57,310,27023.8
2025-12-10,Paid Search,Northeast,81566,4605,3058.73,453,44634.45
2025-12-10,Paid Search,Southeast,70675,2278,2650.33,254,36362.74
2025-12-10,Paid Search,Midwest,75295,2036,2823.59,199,38740.37
2025-12-10,Paid Search,West,94470,1969,3542.66,47,6460.4
2025-12-10,Display Ads,Northeast,351035,3528,1755.18,150,9649.41
2025-12-10,Display Ads,Southeast,272956,13404,1364.78,499,25628.9
2025-12-10,Display Ads,Midwest,269146,3642,1345.73,109,10379.68
2025-12-10,Display Ads,West,383417,19922,1917.09,1978,333110.63
2025-12-11,Email,Northeast,51599,1772,515.99,73,9163.1
2025-12-11,Email,Southeast,57228,1625,572.28,166,28217.89
2025-12-11,Email,Midwest,38852,1362,388.52,146,6357.36
2025-12-11,Email,West,61149,1344,611.49,117,19421.25
2025-12-11,Social Media,Northeast,199912,7857,1999.13,669,85812.33
2025-12-11,Social Media,Southeast,200298,4428,2002.98,252,22189.94
2025-12-11,Social Media,Midwest,156455,8679,1564.55,779,81556.03
2025-12-11,Social Media,West,196954,3770,1969.55,367,37969.87
2025-12-11,Paid Search,Northeast,102639,2865,3848.98,192,27827.24
2025-12-11,Paid Search,Southeast,92573,1081,3471.51,81,12210.96
2025-12-11,Paid Search,Midwest,82412,899,3090.48,27,3703.62
2025-12-11,Paid Search,West,96909,4815,3634.09,266,47900.25
2025-12-11,Display Ads,Northeast,389483,4667,1947.42,212,23893.79
2025-12-11,Display Ads,Southeast,251775,14828,1258.88,1001,119180.23
2025-12-11,Display Ads,Midwest,323668,7936,1618.34,171,31200.52
2025-12-11,Display Ads,West,390555,5090,1952.78,394,56259.16
2025-12-12,Email,Northeast,67888,961,678.88,40,5605.64
2025-12-12,Email,Southeast,46638,2715,466.39,226,40130.62
2025-12-12,Email,Midwest,50518,2758,505.18,143,9094.69
2025-12-12,Email,West,64917,1746,649.18,57,7583.62
2025-12-12,Social Media,Northeast,232490,3623,2324.9,151,29227.48
2025-12-12,Social Media,Southeast,174492,2278,1744.93,203,33879.93
2025-12-12,Social Media,Midwest,186669,2066,1866.7,80,14794.89
2025-12-12,Social Media,West,177658,2071,1776.59,241,9672.06
2025-12-12,Paid Search,Northeast,107826,3227,4043.49,229,40878.86
2025-12-12,Paid Search,Southeast,78584,3105,2946.91,219,18302.86
2025-12-12,Paid Search,Midwest,68089,3543,2553.36,337,40844.29
2025-12-12,Paid Search,West,85003,2877,3187.64,323,32529.82
2025-12-12,Display Ads,Northeast,401739,8447,2008.7,202,25515.77
2025-12-12,Display Ads,Southeast,301417,15285,1507.09,1037,116998.46
2025-12-12,Display Ads,Midwest,295078,7264,1475.39,235,12957.26
2025-12-12,Display Ads,West,348111,7940,1740.56,462,85346.32
2025-12-13,Email,Northeast,41680,677,416.8,55,4472.71
2025-12-13,Email,Southeast,30176,797,301.77,43,2519.35
2025-12-13,Email,Midwest,37395,1633,373.95,71,13811.61
2025-12-13,Email,West,33088,860,330.88,23,3155.45
2025-12-13,Social Media,Northeast,156658,2140,1566.59,77,13656.55
2025-12-13,Social Media,Southeast,149314,6829,1493.14,705,93954.93
2025-12-13,Social Media,Midwest,108753,1800,1087.54,118,9382.23
2025-12-13,Social Media,West,139750,2196,1397.51,117,11944.93
2025-12-13,Paid Search,Northeast,75974,4146,2849.03,436,85500.96
2025-12-13,Paid Search,Southeast,52293,2822,1961.01,159,30780.31
2025-12-13,Paid Search,Midwest,50671,1697,1900.17,139,7035.72
2025-12-13,Paid Search,West,70241,3516,2634.05,111,12072.18
2025-12-13,Display Ads,Northeast,262770,4578,1313.85,313,26688.6
2025-12-13,Display Ads,Southeast,235253,13040,1176.27,947,149523.21
2025-12-13,Display Ads,Midwest,160194,2991,800.97,232,12160.57
2025-12-13,Display Ads,West,199829,10958,999.15,1102,99680.56
2025-12-14,Email,Northeast,48716,2310,487.17,64,8434.29
2025-12-14,Email,Southeast,35484,1923,354.85,47,2568.46
2025-12-14,Email,Midwest,30955,1303,309.55,92,3855.6
2025-12-14,Email,West,46025,1024,460.25,92,13154.64
2025-12-14,Social Media,Northeast,162518,6826,1625.18,239,25299.7
2025-12-14,Social Media,Southeast,164536,4718,1645.36,216,18486.74
2025-12-14,Social Media,Midwest,134890,6002,1348.9,152,21464.94
2025-12-14,Social Media,West,171129,2690,1711.29,303,44046.23
2025-12-14,Paid Search,Northeast,60299,2886,2261.25,335,29858.41
2025-12-14,Paid Search,Southeast,47842,2339,1794.1,170,7964.39
2025-12-14,Paid Search,Midwest,51314,2595,1924.3,237,33011.53
2025-12-14,Paid Search,West,64082,1168,2403.08,111,11567.81
2025-12-14,Display Ads,Northeast,297050,17793,1485.25,2019,333952.68
2025-12-14,Display Ads,Southeast,245078,7269,1225.39,399,54022.29
2025-12-14,Display Ads,Midwest,194198,5066,970.99,303,40154.16
2025-12-14,Display Ads,West,261914,8502,1309.57,898,79713.83
2025-12-15,Email,Northeast,58136,972,581.37,67,5455.03
2025-12-15,Email,Southeast,49977,2854,499.78,231,29807.76
2025-12-15,Email,Midwest,49289,2530,492.89,72,12037.26
2025-12-15,Email,West,58735,1021,587.35,109,8545.41
2025-12-15,Social Media,Northeast,201236,10291,2012.36,286,52635.74
2025-12-15,Social Media,Southeast,189141,2020,1891.42,199,32230.5
2025-12-15,Social Media,Midwest,179407,9243,1794.07,981,86870.21
2025-12-15,Social Media,West,179541,2372,1795.41,241,15529.63
2025-12-15,Paid Search,Northeast,91227,2693,3421.03,116,13373.59
2025-12-15,Paid Search,Southeast,66803,3298,2505.11,128,16424.26
2025-12-15,Paid Search,Midwest,60785,1060,2279.44,80,4886.26
2025-12-15,Paid Search,West,78518,1593,2944.46,61,11559.0
2025-12-15,Display Ads,Northeast,368002,18310,1840.01,1262,200186.27
2025-12-15,Display Ads,Southeast,324246,18988,1621.23,820,117904.86
2025-12-15,Display Ads,Midwest,286513,10488,1432.57,243,17946.42
2025-12-15,Display Ads,West,273450,5003,1367.25,290,18809.54
2025-12-16,Email,Northeast,54005,1412,540.05,52,9036.76
2025-12-16,Email,Southeast,46191,572,461.91,19,2900.57
2025-12-16,Email,Midwest,40265,896,402.66,82,8149.21
2025-12-16,Email,West,45903,2033,459.03,232,26745.65
2025-12-16,Social Media,Northeast,234963,12349,2349.63,1291,98520.88
2025-12-16,Social Media,Southeast,167542,8317,1675.43,876,129480.55
2025-12-16,Social Media,Midwest,147424,5894,1474.24,491,55778.12
2025-12-16,Social Media,West,212983,2703,2129.84,187,25661.84
2025-12-16,Paid Search,Northeast,78440,4320,2941.53,171,17521.24
2025-12-16,Paid Search,Southeast,77604,2201,2910.18,96,17957.73
2025-12-16,Paid Search,Midwest,68031,2834,2551.2,273,44669.05
2025-12-16,Paid Search,West,86951,3710,3260.67,314,33445.0
2025-12-16,Display Ads,Northeast,315007,10892,1575.04,667,34911.06
2025-12-16,Display Ads,Southeast,349465,16525,1747.33,1179,210472.66
2025-12-16,Display Ads,Midwest,316952,6133,1584.76,197,16648.32
